Date,Price,Open,High,Low,Change %
07/11/2000,134.83,134.83,134.83,134.83,-0.24
07/12/2000,134.73,134.73,134.73,134.73,-0.07
07/13/2000,134.14,134.14,134.14,134.14,-0.44
07/14/2000,134.4,134.4,134.4,134.4,0.19
07/17/2000,134.42,134.42,134.42,134.42,0.01
07/18/2000,134.5,134.5,134.5,134.5,0.06
07/19/2000,134.33,134.33,134.33,134.33,-0.13
07/20/2000,134.25,134.25,134.25,134.25,-0.06
07/21/2000,134.4,134.4,134.4,134.4,0.11
07/24/2000,134.55,134.55,134.55,134.55,0.11
07/25/2000,134.73,134.73,134.73,134.73,0.13
07/26/2000,134.73,134.73,134.73,134.73,0.0
07/27/2000,134.61,134.61,134.61,134.61,-0.09
07/28/2000,134.88,134.88,134.88,134.88,0.2
07/31/2000,134.89,134.89,134.89,134.89,0.01
08/01/2000,134.77,134.77,134.77,134.77,-0.09
08/02/2000,134.76,134.76,134.76,134.76,-0.01
08/03/2000,134.65,134.65,134.65,134.65,-0.08
08/04/2000,134.73,134.73,134.73,134.73,0.06
08/07/2000,134.95,134.95,134.95,134.95,0.16
08/08/2000,134.84,134.84,134.84,134.84,-0.08
08/09/2000,134.64,134.64,134.64,134.64,-0.15
08/10/2000,134.6,134.6,134.6,134.6,-0.03
08/11/2000,134.73,134.73,134.73,134.73,0.1
08/14/2000,134.85,134.85,134.85,134.85,0.09
08/15/2000,134.82,134.82,134.82,134.82,-0.02
08/16/2000,134.68,134.68,134.68,134.68,-0.1
08/17/2000,134.6,134.6,134.6,134.6,-0.06
08/18/2000,134.67,134.67,134.67,134.67,0.05
08/21/2000,134.6,134.6,134.6,134.6,-0.05
08/22/2000,134.55,134.55,134.55,134.55,-0.04
08/23/2000,134.61,134.61,134.61,134.61,0.04
08/24/2000,134.56,134.56,134.56,134.56,-0.04
08/25/2000,134.55,134.55,134.55,134.55,-0.01
08/28/2000,134.24,134.24,134.24,134.24,-0.23
08/29/2000,134.08,134.08,134.08,134.08,-0.12
08/30/2000,133.9,133.9,133.9,133.9,-0.13
08/31/2000,133.93,133.93,133.93,133.93,0.02
09/01/2000,133.54,133.54,133.54,133.54,-0.29
09/04/2000,133.4,133.4,133.4,133.4,-0.1
09/05/2000,133.51,133.51,133.51,133.51,0.08
09/06/2000,133.75,133.75,133.75,133.75,0.18
09/07/2000,134.13,134.13,134.13,134.13,0.28
09/08/2000,133.95,133.95,133.95,133.95,-0.13
09/11/2000,133.96,133.96,133.96,133.96,0.01
09/12/2000,134.02,134.02,134.02,134.02,0.04
09/13/2000,134.03,134.03,134.03,134.03,0.01
09/14/2000,134.72,134.72,134.72,134.72,0.51
09/15/2000,135.29,135.29,135.29,135.29,0.42
09/18/2000,136.82,136.82,136.82,136.82,1.13
09/19/2000,136.09,136.09,136.09,136.09,-0.53
09/20/2000,136.09,136.09,136.09,136.09,0.0
09/21/2000,136.15,136.15,136.15,136.15,0.04
09/22/2000,137.1,137.1,137.1,137.1,0.7
09/25/2000,135.88,135.88,135.88,135.88,-0.89
09/26/2000,135.22,135.22,135.22,135.22,-0.49
09/27/2000,134.61,134.61,134.61,134.61,-0.45
09/28/2000,134.76,134.76,134.76,134.76,0.11
09/29/2000,134.68,134.68,134.68,134.68,-0.06
10/02/2000,135.06,135.06,135.06,135.06,0.28
10/03/2000,135.1,135.1,135.1,135.1,0.03
10/04/2000,135.22,135.22,135.22,135.22,0.09
10/05/2000,135.02,135.02,135.02,135.02,-0.15
10/06/2000,134.98,134.98,134.98,134.98,-0.03
10/09/2000,134.92,134.92,134.92,134.92,-0.04
10/10/2000,135.34,135.34,135.34,135.34,0.31
10/11/2000,135.59,135.59,135.59,135.59,0.18
10/12/2000,135.47,135.47,135.47,135.47,-0.09
10/13/2000,136.56,136.56,136.56,136.56,0.8
10/16/2000,136.32,136.32,136.32,136.32,-0.18
10/17/2000,137.04,137.04,137.04,137.04,0.53
10/18/2000,137.53,137.53,137.53,137.53,0.36
10/19/2000,136.45,136.45,136.45,136.45,-0.79
10/20/2000,136.81,136.81,136.81,136.81,0.26
10/23/2000,137.77,137.77,137.77,137.77,0.7
10/24/2000,137.28,137.28,137.28,137.28,-0.36
10/25/2000,137.53,137.53,137.53,137.53,0.18
10/26/2000,136.92,136.92,136.92,136.92,-0.44
10/27/2000,137.28,137.28,137.28,137.28,0.26
10/30/2000,137.53,137.53,137.53,137.53,0.18
10/31/2000,137.42,137.42,137.42,137.42,-0.08
11/01/2000,137.34,137.34,137.34,137.34,-0.06
11/02/2000,137.16,137.16,137.16,137.16,-0.13
11/03/2000,137.11,137.11,137.11,137.11,-0.04
11/06/2000,136.94,136.94,136.94,136.94,-0.12
11/07/2000,137.43,137.43,137.43,137.43,0.36
11/08/2000,137.12,137.12,137.12,137.12,-0.23
11/09/2000,136.65,136.65,136.65,136.65,-0.34
11/10/2000,137.18,137.18,137.18,137.18,0.39
11/13/2000,137.67,137.67,137.67,137.67,0.36
11/14/2000,137.42,137.42,137.42,137.42,-0.18
11/15/2000,137.4,137.4,137.4,137.4,-0.01
11/16/2000,137.7,137.7,137.7,137.7,0.22
11/17/2000,138.1,138.1,138.1,138.1,0.29
11/20/2000,139.59,139.59,139.59,139.59,1.08
11/21/2000,140.91,140.91,140.91,140.91,0.95
11/22/2000,142.24,142.24,142.24,142.24,0.94
11/23/2000,144.3,144.3,144.3,144.3,1.45
11/24/2000,143.7,143.7,143.7,143.7,-0.42
11/27/2000,143.45,143.45,143.45,143.45,-0.17
11/28/2000,143.46,143.46,143.46,143.46,0.01
11/29/2000,145.28,145.28,145.28,145.28,1.27
11/30/2000,146.84,146.84,146.84,146.84,1.07
12/01/2000,146.12,146.12,146.12,146.12,-0.49
12/04/2000,147.21,147.21,147.21,147.21,0.75
12/05/2000,144.92,144.92,144.92,144.92,-1.56
12/06/2000,144.92,144.92,144.92,144.92,0.0
12/07/2000,144.92,144.92,144.92,144.92,0.0
12/08/2000,143.83,143.83,143.83,143.83,-0.75
12/11/2000,142.8,142.8,142.8,142.8,-0.72
12/12/2000,143.95,143.95,143.95,143.95,0.81
12/13/2000,143.98,143.98,143.98,143.98,0.02
12/14/2000,145.29,145.29,145.29,145.29,0.91
12/15/2000,145.89,145.89,145.89,145.89,0.41
12/18/2000,145.58,145.58,145.58,145.58,-0.21
12/19/2000,146.0,146.0,146.0,146.0,0.29
12/20/2000,147.04,147.04,147.04,147.04,0.71
12/21/2000,148.34,148.34,148.34,148.34,0.88
12/22/2000,149.46,149.46,149.46,149.46,0.76
12/25/2000,149.47,149.47,149.47,149.47,0.01
12/26/2000,151.29,151.29,151.29,151.29,1.22
12/27/2000,152.05,152.05,152.05,152.05,0.5
12/28/2000,151.3,151.3,151.3,151.3,-0.49
12/29/2000,152.83,152.83,152.83,152.83,1.01
01/02/2001,154.39,154.39,154.39,154.39,1.02
01/03/2001,153.49,153.49,153.49,153.49,-0.58
01/04/2001,152.61,152.61,152.61,152.61,-0.57
01/05/2001,152.52,152.52,152.52,152.52,-0.06
01/08/2001,152.61,152.61,152.61,152.61,0.06
01/09/2001,151.3,151.3,151.3,151.3,-0.86
01/10/2001,153.36,153.36,153.36,153.36,1.36
01/11/2001,154.43,154.43,154.43,154.43,0.7
01/12/2001,154.83,154.83,154.83,154.83,0.26
01/15/2001,155.38,155.38,155.38,155.38,0.36
01/16/2001,154.99,154.99,154.99,154.99,-0.25
01/17/2001,154.41,154.41,154.41,154.41,-0.37
01/18/2001,155.26,155.26,155.26,155.26,0.55
01/19/2001,153.87,153.87,153.87,153.87,-0.9
01/22/2001,153.91,153.91,153.91,153.91,0.03
01/23/2001,153.9,153.9,153.9,153.9,-0.01
01/24/2001,154.06,154.06,154.06,154.06,0.1
01/25/2001,154.19,154.19,154.19,154.19,0.08
01/26/2001,154.72,154.72,154.72,154.72,0.34
01/29/2001,152.8,152.8,152.8,152.8,-1.24
01/30/2001,152.74,152.74,152.74,152.74,-0.04
01/31/2001,151.85,151.85,151.85,151.85,-0.58
02/01/2001,151.8,151.8,151.8,151.8,-0.03
02/02/2001,150.95,150.95,150.95,150.95,-0.56
02/05/2001,152.47,152.47,152.47,152.47,1.01
02/06/2001,151.99,151.99,151.99,151.99,-0.31
02/07/2001,152.66,152.66,152.66,152.66,0.44
02/08/2001,152.97,152.97,152.97,152.97,0.2
02/09/2001,152.66,152.66,152.66,152.66,-0.2
02/12/2001,152.72,152.72,152.72,152.72,0.04
02/13/2001,151.45,151.45,151.45,151.45,-0.83
02/14/2001,151.21,151.21,151.21,151.21,-0.16
02/15/2001,149.99,149.99,149.99,149.99,-0.81
02/16/2001,150.18,150.18,150.18,150.18,0.13
02/19/2001,150.54,150.54,150.54,150.54,0.24
02/20/2001,148.97,148.97,148.97,148.97,-1.04
02/21/2001,149.69,149.69,149.69,149.69,0.48
02/22/2001,149.93,149.93,149.93,149.93,0.16
02/23/2001,150.87,150.87,150.87,150.87,0.63
02/26/2001,150.64,150.64,150.64,150.64,-0.15
02/27/2001,150.94,150.94,150.94,150.94,0.2
02/28/2001,151.47,151.47,151.47,151.47,0.35
03/01/2001,152.52,152.52,152.52,152.52,0.69
03/02/2001,153.05,153.05,153.05,153.05,0.35
03/05/2001,153.91,153.91,153.91,153.91,0.56
03/06/2001,152.61,152.61,152.61,152.61,-0.84
03/07/2001,153.4,153.4,153.4,153.4,0.52
03/08/2001,153.38,153.38,153.38,153.38,-0.01
03/09/2001,153.3,153.3,153.3,153.3,-0.05
03/12/2001,154.5,154.5,154.5,154.5,0.78
03/13/2001,154.02,154.02,154.02,154.02,-0.31
03/14/2001,155.54,155.54,155.54,155.54,0.99
03/15/2001,155.24,155.24,155.24,155.24,-0.19
03/16/2001,156.27,156.27,156.27,156.27,0.66
03/19/2001,156.51,156.51,156.51,156.51,0.15
03/20/2001,156.58,156.58,156.58,156.58,0.04
03/21/2001,157.36,157.36,157.36,157.36,0.5
03/22/2001,159.78,159.78,159.78,159.78,1.54
03/23/2001,158.14,158.14,158.14,158.14,-1.03
03/26/2001,158.35,158.35,158.35,158.35,0.13
03/27/2001,158.38,158.38,158.38,158.38,0.02
03/28/2001,157.17,157.17,157.17,157.17,-0.76
03/29/2001,159.7,159.7,159.7,159.7,1.61
03/30/2001,160.79,160.79,160.79,160.79,0.68
04/02/2001,163.03,163.03,163.03,163.03,1.39
04/03/2001,162.49,162.49,162.49,162.49,-0.33
04/04/2001,165.28,165.28,165.28,165.28,1.72
04/05/2001,163.05,163.05,163.05,163.05,-1.35
04/06/2001,162.15,162.15,162.15,162.15,-0.55
04/09/2001,161.83,161.83,161.83,161.83,-0.2
04/10/2001,161.05,161.05,161.05,161.05,-0.48
04/11/2001,159.84,159.84,159.84,159.84,-0.75
04/12/2001,159.0,159.0,159.0,159.0,-0.53
04/13/2001,160.1,160.1,160.1,160.1,0.69
04/16/2001,160.63,160.63,160.63,160.63,0.33
04/17/2001,160.01,160.01,160.01,160.01,-0.39
04/18/2001,158.86,158.86,158.86,158.86,-0.72
04/19/2001,156.87,156.87,156.87,156.87,-1.25
04/20/2001,158.62,158.62,158.62,158.62,1.12
04/23/2001,158.69,158.69,158.69,158.69,0.04
04/24/2001,157.85,157.85,157.85,157.85,-0.53
04/25/2001,158.01,158.01,158.01,158.01,0.1
04/26/2001,159.06,159.06,159.06,159.06,0.66
04/27/2001,160.41,160.41,160.41,160.41,0.85
04/30/2001,159.11,159.11,159.11,159.11,-0.81
05/01/2001,159.11,159.11,159.11,159.11,0.0
05/02/2001,157.78,157.78,157.78,157.78,-0.84
05/03/2001,156.45,156.45,156.45,156.45,-0.84
05/04/2001,156.09,156.09,156.09,156.09,-0.23
05/07/2001,156.64,156.64,156.64,156.64,0.35
05/08/2001,157.4,157.4,157.4,157.4,0.49
05/09/2001,157.27,157.27,157.27,157.27,-0.08
05/10/2001,157.78,157.78,157.78,157.78,0.32
05/11/2001,156.7,156.7,156.7,156.7,-0.68
05/14/2001,156.73,156.73,156.73,156.73,0.02
05/15/2001,157.47,157.47,157.47,157.47,0.47
05/16/2001,158.15,158.15,158.15,158.15,0.43
05/17/2001,157.31,157.31,157.31,157.31,-0.53
05/18/2001,157.55,157.55,157.55,157.55,0.15
05/21/2001,157.29,157.29,157.29,157.29,-0.17
05/22/2001,157.05,157.05,157.05,157.05,-0.15
05/23/2001,155.43,155.43,155.43,155.43,-1.03
05/24/2001,155.25,155.25,155.25,155.25,-0.12
05/25/2001,155.74,155.74,155.74,155.74,0.32
05/28/2001,156.58,156.58,156.58,156.58,0.54
05/29/2001,155.8,155.8,155.8,155.8,-0.5
05/30/2001,155.72,155.72,155.72,155.72,-0.05
05/31/2001,154.77,154.77,154.77,154.77,-0.61
06/01/2001,155.12,155.12,155.12,155.12,0.23
06/04/2001,155.19,155.19,155.19,155.19,0.05
06/05/2001,155.43,155.43,155.43,155.43,0.15
06/06/2001,155.31,155.31,155.31,155.31,-0.08
06/07/2001,155.32,155.32,155.32,155.32,0.01
06/08/2001,155.32,155.32,155.32,155.32,0.0
06/11/2001,155.62,155.62,155.62,155.62,0.19
06/12/2001,155.85,155.85,155.85,155.85,0.15
06/13/2001,156.08,156.08,156.08,156.08,0.15
06/14/2001,156.09,156.09,156.09,156.09,0.01
06/15/2001,156.1,156.1,156.1,156.1,0.01
06/18/2001,157.06,157.06,157.06,157.06,0.61
06/19/2001,157.53,157.53,157.53,157.53,0.3
06/20/2001,157.55,157.55,157.55,157.55,0.01
06/21/2001,157.31,157.31,157.31,157.31,-0.15
06/22/2001,157.43,157.43,157.43,157.43,0.08
06/25/2001,157.31,157.31,157.31,157.31,-0.08
06/26/2001,157.01,157.01,157.01,157.01,-0.19
06/27/2001,156.76,156.76,156.76,156.76,-0.16
06/28/2001,157.42,157.42,157.42,157.42,0.42
06/29/2001,157.13,157.13,157.13,157.13,-0.18
07/02/2001,157.06,157.06,157.06,157.06,-0.04
07/03/2001,156.22,156.22,156.22,156.22,-0.53
07/04/2001,156.52,156.52,156.52,156.52,0.19
07/05/2001,156.52,156.52,156.52,156.52,0.0
07/06/2001,156.34,156.34,156.34,156.34,-0.12
07/09/2001,156.52,156.52,156.52,156.52,0.12
07/10/2001,156.76,156.76,156.76,156.76,0.15
07/11/2001,157.85,157.85,157.85,157.85,0.7
07/12/2001,156.82,156.82,156.82,156.82,-0.65
07/13/2001,157.43,157.43,157.43,157.43,0.39
07/16/2001,158.28,158.28,158.28,158.28,0.54
07/17/2001,158.39,158.39,158.39,158.39,0.07
07/18/2001,157.91,157.91,157.91,157.91,-0.3
07/19/2001,157.07,157.07,157.07,157.07,-0.53
07/20/2001,157.07,157.07,157.07,157.07,0.0
07/23/2001,158.27,158.27,158.27,158.27,0.76
07/24/2001,158.26,158.26,158.26,158.26,-0.01
07/25/2001,157.67,157.67,157.67,157.67,-0.37
07/26/2001,156.03,156.03,156.03,156.03,-1.04
07/27/2001,156.46,156.46,156.46,156.46,0.28
07/30/2001,157.07,157.07,157.07,157.07,0.39
07/31/2001,156.82,156.82,156.82,156.82,-0.16
08/01/2001,156.1,156.1,156.1,156.1,-0.46
08/02/2001,155.13,155.13,155.13,155.13,-0.62
08/03/2001,154.89,154.89,154.89,154.89,-0.15
08/06/2001,154.89,154.89,154.89,154.89,0.0
08/07/2001,155.25,155.25,155.25,155.25,0.23
08/08/2001,154.64,154.64,154.64,154.64,-0.39
08/09/2001,155.12,155.12,155.12,155.12,0.31
08/10/2001,154.53,154.53,154.53,154.53,-0.38
08/13/2001,154.52,154.52,154.52,154.52,-0.01
08/14/2001,154.52,154.52,154.52,154.52,0.0
08/15/2001,154.52,154.52,154.52,154.52,0.0
08/16/2001,154.52,154.52,154.52,154.52,0.0
08/17/2001,154.53,154.53,154.53,154.53,0.01
08/20/2001,154.77,154.77,154.77,154.77,0.16
08/21/2001,154.53,154.53,154.53,154.53,-0.16
08/22/2001,154.41,154.41,154.41,154.41,-0.08
08/23/2001,154.53,154.53,154.53,154.53,0.08
08/24/2001,154.16,154.16,154.16,154.16,-0.24
08/27/2001,154.16,154.16,154.16,154.16,0.0
08/28/2001,154.17,154.17,154.17,154.17,0.01
08/29/2001,154.28,154.28,154.28,154.28,0.07
08/30/2001,154.53,154.53,154.53,154.53,0.16
08/31/2001,154.65,154.65,154.65,154.65,0.08
09/03/2001,154.58,154.58,154.58,154.58,-0.05
09/04/2001,154.77,154.77,154.77,154.77,0.12
09/05/2001,155.25,155.25,155.25,155.25,0.31
09/06/2001,154.29,154.29,154.29,154.29,-0.62
09/07/2001,155.68,155.68,155.68,155.68,0.9
09/10/2001,155.26,155.26,155.26,155.26,-0.27
09/11/2001,155.98,155.98,155.98,155.98,0.46
09/12/2001,155.23,155.23,155.23,155.23,-0.48
09/13/2001,155.89,155.89,155.89,155.89,0.43
09/14/2001,156.71,156.71,156.71,156.71,0.53
09/17/2001,156.92,156.92,156.92,156.92,0.13
09/18/2001,156.7,156.7,156.7,156.7,-0.14
09/19/2001,156.1,156.1,156.1,156.1,-0.38
09/20/2001,156.22,156.22,156.22,156.22,0.08
09/21/2001,157.07,157.07,157.07,157.07,0.54
09/24/2001,157.3,157.3,157.3,157.3,0.15
09/25/2001,157.42,157.42,157.42,157.42,0.08
09/26/2001,157.06,157.06,157.06,157.06,-0.23
09/27/2001,157.31,157.31,157.31,157.31,0.16
09/28/2001,157.55,157.55,157.55,157.55,0.15
10/01/2001,157.55,157.55,157.55,157.55,0.0
10/02/2001,157.55,157.55,157.55,157.55,0.0
10/03/2001,157.55,157.55,157.55,157.55,0.0
10/04/2001,158.03,158.03,158.03,158.03,0.3
10/05/2001,157.91,157.91,157.91,157.91,-0.08
10/08/2001,157.67,157.67,157.67,157.67,-0.15
10/09/2001,157.31,157.31,157.31,157.31,-0.23
10/10/2001,157.43,157.43,157.43,157.43,0.08
10/11/2001,156.71,156.71,156.71,156.71,-0.46
10/12/2001,156.35,156.35,156.35,156.35,-0.23
10/15/2001,156.1,156.1,156.1,156.1,-0.16
10/16/2001,156.77,156.77,156.77,156.77,0.43
10/17/2001,156.76,156.76,156.76,156.76,-0.01
10/18/2001,156.4,156.4,156.4,156.4,-0.23
10/19/2001,157.01,157.01,157.01,157.01,0.39
10/22/2001,157.12,157.12,157.12,157.12,0.07
10/23/2001,157.25,157.25,157.25,157.25,0.08
10/24/2001,156.28,156.28,156.28,156.28,-0.62
10/25/2001,156.28,156.28,156.28,156.28,0.0
10/26/2001,156.4,156.4,156.4,156.4,0.08
10/29/2001,156.03,156.03,156.03,156.03,-0.24
10/30/2001,156.22,156.22,156.22,156.22,0.12
10/31/2001,155.98,155.98,155.98,155.98,-0.15
11/01/2001,155.98,155.98,155.98,155.98,0.0
11/02/2001,155.98,155.98,155.98,155.98,0.0
11/05/2001,155.98,155.98,155.98,155.98,0.0
11/06/2001,155.86,155.86,155.86,155.86,-0.08
11/07/2001,155.5,155.5,155.5,155.5,-0.23
11/08/2001,154.65,154.65,154.65,154.65,-0.55
11/09/2001,154.41,154.41,154.41,154.41,-0.16
11/12/2001,154.41,154.41,154.41,154.41,0.0
11/13/2001,155.02,155.02,155.02,155.02,0.4
11/14/2001,154.53,154.53,154.53,154.53,-0.32
11/15/2001,154.4,154.4,154.4,154.4,-0.08
11/16/2001,154.4,154.4,154.4,154.4,0.0
11/19/2001,154.52,154.52,154.52,154.52,0.08
11/20/2001,154.41,154.41,154.41,154.41,-0.07
11/21/2001,154.04,154.04,154.04,154.04,-0.24
11/22/2001,154.35,154.35,154.35,154.35,0.2
11/23/2001,152.83,152.83,152.83,152.83,-0.98
11/26/2001,151.87,151.87,151.87,151.87,-0.63
11/27/2001,152.23,152.23,152.23,152.23,0.24
11/28/2001,153.07,153.07,153.07,153.07,0.55
11/29/2001,152.7,152.7,152.7,152.7,-0.24
11/30/2001,153.19,153.19,153.19,153.19,0.32
12/03/2001,153.8,153.8,153.8,153.8,0.4
12/04/2001,153.33,153.33,153.33,153.33,-0.31
12/05/2001,152.94,152.94,152.94,152.94,-0.25
12/06/2001,153.36,153.36,153.36,153.36,0.27
12/07/2001,153.31,153.31,153.31,153.31,-0.03
12/10/2001,154.36,154.36,154.36,154.36,0.68
12/11/2001,153.84,153.84,153.84,153.84,-0.34
12/12/2001,153.37,153.37,153.37,153.37,-0.31
12/13/2001,153.39,153.39,153.39,153.39,0.01
12/14/2001,154.76,154.76,154.76,154.76,0.89
