Date,Price,Open,High,Low,Change %
08/27/2024,1336.545423487892,1335.862855342871,1358.0575485989996,1319.602108980495,-0.3660191
08/28/2024,1305.0227275542793,1339.0012794932036,1340.3046654255022,1278.4438914667398,-2.415490187875037
08/29/2024,1289.5394020225526,1318.4769479965655,1331.7586041608895,1279.250013354606,-1.2006865015091561
08/30/2024,1292.544382827877,1309.6106810340268,1321.7358768166905,1259.6491267741794,0.2324856960617387
09/02/2024,1299.4478819251383,1320.6801949278529,1318.334171836647,1277.1335589506157,0.5312640232276039
09/03/2024,1300.0526059094318,1329.1291896146636,1307.6811480650274,1282.447682320043,0.04651534726708146
09/04/2024,1257.7022339740367,1314.6259687305774,1295.7615526040142,1247.2792826495277,-3.3672812841858497
09/05/2024,1227.769391014475,1273.4561117118633,1269.1208335903373,1210.9772111042134,-2.437985763338576
09/06/2024,1214.4487663708496,1242.055875831848,1253.1125504767529,1196.070266434226,-1.0968453353064571
09/09/2024,1231.407916172864,1235.7262122831685,1252.7504200243468,1181.1549898407004,1.377216239986683
09/10/2024,1187.4223561870126,1241.4199121056006,1224.8097154576674,1188.3542821662052,-3.704289358935045
09/11/2024,1159.42901533965,1217.8404756940145,1205.6715455982987,1136.0110157464878,-2.4144074779051503
09/12/2024,1179.4223839061997,1174.171318350298,1194.8680997846589,1162.8399288517342,1.6951830692183745
09/13/2024,1184.4014936881335,1207.18650405838,1222.7380956843965,1160.132634517024,0.42039036665086427
09/16/2024,1195.6609084915965,1224.5081687611414,1202.6917859298587,1160.2323416915158,0.9416896315249982
09/17/2024,1189.9960224095155,1197.881193775672,1207.419393583855,1176.6035854670713,-0.47604243841174315
09/18/2024,1207.8902102337624,1218.5502667586634,1250.436922588514,1179.2161074857415,1.4814415807529313
09/19/2024,1255.5022614820723,1229.3698759736944,1253.028290005774,1191.9100084201543,3.7922712454620076
09/20/2024,1261.755903685436,1239.7069097223048,1266.012900170535,1212.192366142145,0.49563011237732013
09/23/2024,1271.9673023674218,1288.5248958767702,1258.8538754945894,1234.5546391046364,0.8028035518664779
09/24/2024,1302.5028940422114,1291.4297477744008,1322.541799851966,1241.9919314671902,2.344378028982718
09/25/2024,1279.6565741041302,1321.7108876744946,1322.6471652112075,1253.9792362352398,-1.785347756610061
09/26/2024,1292.3166038139757,1307.3964972102672,1328.757096647478,1230.5459432207697,0.9796384007202518
09/27/2024,1314.4521583097148,1316.1030722858632,1348.8044868344234,1279.266425321735,1.6840137053145985
09/30/2024,1278.78207343884,1331.708572849141,1328.614042093933,1262.2622751785095,-2.7893794894193835
10/01/2024,1317.1815559384015,1289.4788050098332,1317.303492346845,1272.455339651659,2.915276358558225
10/02/2024,1329.530169234817,1314.6099942391472,1357.2734198076334,1281.126001949426,0.9287952678443213
10/03/2024,1311.6651862276826,1335.9217422233128,1324.6126507285542,1265.7925980140333,-1.3620078656287073
10/04/2024,1266.1942404761546,1314.1165746781294,1317.332365742973,1246.9876918393618,-3.591150891227287
10/07/2024,1253.1770648855031,1289.936855323436,1306.3668650107738,1244.787845287371,-1.0387339471330672
10/08/2024,1321.685925045978,1278.1181974373176,1331.1468010243775,1239.7691240694262,5.183444785348044
10/09/2024,1322.845792435354,1339.1560133222256,1357.2811750586598,1311.6207493021443,0.08767971263232581
10/10/2024,1303.0661241193047,1356.211467433778,1331.7895323671191,1265.7210773656805,-1.5179328162964618
10/11/2024,1313.3435418613085,1308.7616069866308,1323.737831899119,1280.2746742393388,0.7825384154581755
10/14/2024,1272.4951101697422,1322.6023703510066,1307.960270817774,1277.0134122154866,-3.210105199234702
10/15/2024,1258.5889640736375,1334.1200979836292,1320.1437966936262,1249.9565212437487,-1.1048997324031145
10/16/2024,1281.8255521056687,1268.319961410858,1295.6544903693343,1252.7364473156604,1.8127730402830757
10/17/2024,1260.186227620892,1290.0222028552423,1291.6078931817344,1252.2424444537105,-1.717152910457507
10/18/2024,1248.6308174223857,1303.9186582017735,1290.4240309131148,1227.4316862885923,-0.9254465000600173
10/21/2024,1257.5203435095837,1295.981854760516,1308.2256594849428,1232.58915358729,0.7069091274013426
10/22/2024,1279.3405575674417,1288.149515213423,1334.486238629942,1239.8555520336404,1.7055829215128877
10/23/2024,1276.3072866669208,1306.582779153447,1297.7931234655755,1242.6565962506545,-0.23765992188622856
10/24/2024,1295.9850231451233,1274.6223423841327,1314.4713276994307,1244.4521821147496,1.5183614105700132
10/25/2024,1274.6997092986437,1311.1131449230102,1313.7125327280835,1236.6923574789616,-1.6698296619359076
10/28/2024,1291.3528448492673,1290.14714856622,1341.095011674529,1243.352746027601,1.289588327237348
10/29/2024,1275.0916212406742,1334.492588655996,1325.7910246656782,1269.597987009459,-1.2752984442616624
10/30/2024,1259.587204077524,1295.759047061375,1330.7459274589391,1261.107312819697,-1.2309125650816006
10/31/2024,1243.0610557911398,1303.9801566795695,1278.5911219246834,1239.1985231896483,-1.3294719683633023
11/01/2024,1254.7984625088145,1299.6140696633686,1304.694527982218,1236.810343349275,0.9354017452497698
11/04/2024,1253.850161018801,1297.2500437843112,1268.4901659714146,1242.678291068269,-0.0756311654690111
11/05/2024,1237.7130346834665,1281.982539597382,1306.3680316126377,1232.182685635641,-1.3037857631887453
11/06/2024,1209.731127860053,1254.222519122774,1286.3373583001264,1191.6613134279512,-2.3130682660792523
11/07/2024,1235.724336440399,1233.8075565508648,1252.092164922714,1212.955065252684,2.1034795393947987
11/08/2024,1228.4777238267948,1247.231385688916,1276.79425014717,1185.4875668812065,-0.5898855529126281
11/11/2024,1219.1498470892843,1241.2856932354898,1250.9507841958266,1193.985336794237,-0.7651132270393768
11/12/2024,1195.293047770377,1246.124565542243,1251.8211884977543,1186.3386891102837,-1.9958954302803276
11/13/2024,1204.794459849333,1229.4217168440157,1258.7312961294376,1176.7798914879436,0.7886334470814422
11/14/2024,1181.0171651102833,1263.2404045570852,1209.9564344734135,1173.2381048005825,-2.0132895136057884
11/15/2024,1164.2909180905835,1215.2875265972227,1218.057145476531,1158.854400123203,-1.4366037525338136
11/18/2024,1180.2200346737138,1196.9586403819078,1217.8159903117146,1163.8734950183075,1.3496734604690963
11/19/2024,1159.806599952541,1216.7357302427015,1195.4465453991286,1170.7779817501016,-1.760072301882749
11/20/2024,1174.78633792746,1192.3739447704334,1204.9165818535268,1182.6801759523487,1.27510318185568
11/21/2024,1188.3849154077586,1200.539216581239,1225.3900468575362,1152.581245095129,1.1442906506123673
11/22/2024,1195.6319456118026,1220.5058693022663,1219.2989666468372,1195.3135594150783,0.6061255079911487
11/25/2024,1223.8671077801596,1232.6034444601212,1245.4724814993326,1202.3835279584064,2.307044775438869
11/26/2024,1232.4814285106422,1244.5219793739857,1245.4938912949008,1211.7654561442014,0.6989412198196258
11/27/2024,1216.1368790382453,1276.5632232076252,1208.95668318984,1193.2371870648965,-1.3439728499412535
11/28/2024,1208.9994497536186,1248.5196057969858,1245.391787118142,1197.2492369291217,-0.590358356745426
11/29/2024,1226.218977137523,1230.257401483657,1254.9845089924072,1193.5631263458465,1.4042783307840863
12/02/2024,1196.1721353020862,1222.1050418343889,1219.2703252453978,1185.1211710407365,-2.5119162157918646
12/03/2024,1178.1225242931707,1221.069172291976,1245.200974800799,1154.0365838201171,-1.5320656923815756
12/04/2024,1175.2854479867735,1223.124459639154,1242.0126717923704,1159.9135561325058,-0.2413946595915924
12/05/2024,1180.9145372883695,1207.759239289295,1201.6026835489918,1171.5852735540414,0.4766720303504395
12/06/2024,1201.9864955621726,1191.100801002927,1206.3369991637048,1175.6651437513328,1.75309442756657
12/09/2024,1193.8671321860738,1243.1606809389382,1214.3152699984842,1181.1021580216368,-0.6800893631464301
12/10/2024,1198.658193701672,1199.909738763649,1210.366992160005,1189.2047813238323,0.39970206191995994
12/11/2024,1179.6366641434213,1222.7432989938457,1210.1424279296489,1151.7555776547297,-1.6124905351312497
12/12/2024,1190.3548386520813,1202.2849898714358,1230.285327015771,1169.3406221992202,0.9004184433607143
12/13/2024,1167.750620085726,1218.7635096482054,1226.080217799931,1169.6576445985952,-1.9357059784473378
12/16/2024,1153.6838491526084,1185.8904223441295,1210.064888676226,1144.5317378054904,-1.2192916580612418
12/17/2024,1170.4930110740918,1191.2543218311475,1205.8950227678274,1145.6719863154408,1.436075376995081
12/18/2024,1176.0607477231251,1213.9755568614378,1223.6425435498031,1158.796515791238,0.47342253874322293
12/19/2024,1195.3899188097978,1192.172868345215,1221.97472047505,1171.2561924021627,1.616976250386815
12/20/2024,1169.706081775411,1211.3996800609711,1199.443402925446,1137.925946306931,-2.195751345962337
12/23/2024,1173.2709883906175,1201.8744984690406,1204.6079493763625,1156.5458814591027,0.30384341302912576
12/24/2024,1172.8765576491085,1219.5228017510287,1221.4933182389127,1154.5443539097434,-0.03362934819838417
12/25/2024,1160.2324063186077,1220.7185487761355,1223.3467171794616,1154.4988734223818,-1.0897947050643422
12/26/2024,1205.689694211384,1175.6430164293342,1246.667691622445,1147.8008971771155,3.7702311059819555
12/27/2024,1211.5055491801083,1223.69593547033,1241.6293834243445,1189.8789877174263,0.48005186378719084
12/30/2024,1197.1033354693238,1235.3233767055044,1242.872954497446,1173.6408972935185,-1.2030885959513369
12/31/2024,1184.9132673432468,1220.055693551244,1212.3232641739958,1161.8163309998074,-1.028773030232749
01/01/2025,1227.3506273443193,1222.3008652370102,1255.579197549304,1163.767634184695,3.457639492383386
01/02/2025,1231.5735537522603,1248.0093566783992,1247.3546875518132,1170.3659972961736,0.34288868862724076
01/03/2025,1216.4480634569866,1239.471295916341,1240.135211688381,1206.3597081295304,-1.2434143922502578
01/06/2025,1254.7634975949995,1322.146547186417,1321.716906279565,1230.6964878885535,3.0535980853325753
01/07/2025,1309.9165826022827,1339.970447248371,1359.0258546596087,1268.9629048630293,4.210427269934695
01/08/2025,1235.43924148152,1314.318396800562,1319.5241455082123,1213.3622358168188,-6.028409865907338
01/09/2025,1254.9309248477098,1273.3417714723744,1288.4398930227874,1207.1360286425129,1.5532076690639527
01/10/2025,1260.3893621704212,1283.092176822419,1318.715305968277,1193.149327362031,0.4330754833817304
01/13/2025,1228.5415422514789,1293.1338747037444,1253.5120188172189,1203.536912753335,-2.592327473157861
01/14/2025,1225.623625738658,1251.6001041877305,1266.8411477232949,1214.0967442584567,-0.2380760660567716
01/15/2025,1288.3263614504997,1292.7055992513465,1312.4675166594916,1238.4001499243886,4.866991593748505
01/16/2025,1276.4307210982115,1283.1594155116584,1317.3319812946315,1254.2343309666446,-0.931945632118087
01/17/2025,1333.095529896772,1345.1678441472243,1338.0253374931226,1282.5867863354583,4.250618768705066
01/20/2025,1399.2247542498417,1380.5908613029274,1398.28243159438,1299.9563877693492,4.726133107080657
01/21/2025,1419.040229289005,1419.8136067836494,1413.193512398248,1394.8208852414614,1.3963998081359352
01/22/2025,1469.2120105074396,1477.7704138894974,1480.2535789838926,1412.4879038664174,3.4148768768304616
01/23/2025,1539.4731795799155,1499.9468524778258,1613.3987246475342,1458.894318487457,4.563974871692697
01/24/2025,1548.934957023392,1578.65085180681,1538.996781800637,1496.8093563062484,0.6108569892217579
01/27/2025,1488.530566179994,1546.8474290428878,1544.1636879689602,1436.0319180032309,-4.057987938965431
01/28/2025,1409.1816746434529,1462.0424201305232,1425.854483343688,1371.6993665750842,-5.6308489504461985
01/29/2025,1411.2732327031226,1460.4296460812166,1446.64844569609,1370.799054843558,0.14820362288482047
01/30/2025,1430.061170123412,1444.0245990223957,1453.2530560931175,1378.9196245920386,1.3137855787433212
01/31/2025,1441.6699987561235,1459.4096383470994,1430.5492869486854,1419.578854672244,0.8052348070451364
02/03/2025,1377.970355352752,1429.5646484619836,1419.5927213262155,1378.102499527503,-4.622715079169087
02/04/2025,1404.7336338463217,1436.5761112590017,1433.1690770295354,1371.5908991154322,1.9052208795121386
02/05/2025,1487.2142680861575,1461.6799516287138,1489.7306548199915,1439.6116623358926,5.545981907904714
